MAPS MUST BE SQUARE! THAT IS WIDTH == HEIGHT

width:20
height:20
tilewidth:32
tileheight:32

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
